Date,Mkt-RF,SMB,HML,RMW,CMA,RF,Date1,LT_Rev,Date2,ST_Rev,Date3,Mom
202009,   -3.64,   -0.01,   -2.72,   -1.38,   -1.93,    0.01,198803,   1.18,198304,  -0.58,198403,   1.09
202010,   -2.08,    4.67,    4.25,   -0.77,   -0.57,    0.01,198804,   0.42,198305,   2.70,198404,   2.14
202011,   12.44,    7.12,    2.09,   -2.25,    1.28,    0.01,198805,  -0.05,198306,   0.23,198405,   1.54
202012,    4.63,    4.93,   -1.68,   -1.97,   -0.06,    0.01,198806,   1.71,198307,   1.98,198406,  -0.53
202101,   -0.07,    6.81,    3.22,   -3.65,    4.97,    0.00,198807,  -1.41,198308,  -0.67,198407,   2.77
202102,    2.81,    4.50,    7.20,    0.33,   -1.99,    0.00,198808,  -1.79,198309,   2.39,198408,  -5.62
202103,    3.16,   -0.84,    7.35,    6.35,    3.52,    0.00,198809,  -1.99,198310,  -1.64,198409,   3.66
202104,    4.97,   -3.16,   -1.02,    2.43,   -2.72,    0.00,198810,  -0.19,198311,   4.93,198410,   3.28
202105,    0.29,    1.27,    7.04,    2.34,    3.01,    0.00,198811,  -0.79,198312,   1.98,198411,   1.56
202106,    2.73,   -0.30,   -7.86,   -2.14,   -0.93,    0.00,198812,   0.74,198401,   0.70,198412,   1.38
202107,    1.34,   -4.55,   -1.79,    5.50,   -0.59,    0.00,198901,   2.89,198402,  -2.11,198501,  -6.82
202108,    2.95,   -0.66,   -0.23,   -0.26,   -1.72,    0.00,198902,   0.89,198403,   2.51,198502,   1.91
202109,   -4.40,    1.12,    5.12,   -1.92,    2.00,    0.00,198903,   0.48,198404,   1.59,198503,   1.78
202110,    6.63,   -2.70,   -0.53,    1.71,   -1.54,    0.00,198904,  -1.08,198405,   0.89,198504,   2.95
202111,   -1.58,   -1.70,   -0.37,    7.19,    1.70,    0.00,198905,  -1.75,198406,   1.11,198505,   4.05
202112,    3.24,   -0.78,    3.25,    4.88,    4.29,    0.01,198906,  -0.73,198407,  -1.46,198506,   3.37
202201,   -6.15,   -4.01,   12.86,    0.77,    7.73,    0.00,198907,  -1.81,198408,   7.27,198507,  -3.69
202202,   -2.28,    2.86,    3.06,   -2.03,    3.03,    0.00,198908,  -0.28,198409,   4.28,198508,   1.77
202203,    3.08,   -2.11,   -1.90,   -1.50,    3.21,    0.00,198909,  -2.65,198410,  -1.16,198509,   1.60
202204,   -9.41,   -0.35,    6.18,    3.41,    5.92,    0.00,198910,  -3.56,198411,  -0.59,198510,   4.87
202205,   -0.33,   -0.03,    8.44,    1.55,    3.95,    0.03,198911,  -1.21,198412,   0.77,198511,  -0.55
202206,   -8.40,    1.33,   -6.00,    1.76,   -4.58,    0.06,198912,  -0.81,198501,   2.17,198512,  -0.23
202207,    9.57,    1.78,   -4.15,    0.77,   -6.85,    0.08,199001,   3.40,198502,   2.48,198601,   2.95
202208,   -3.77,    1.48,    0.18,   -4.74,    1.32,    0.19,199002,   1.92,198503,  -1.33,198602,   2.56
202209,   -9.34,   -0.98,    0.03,   -1.33,   -0.77,    0.19,199003,  -0.28,198504,  -2.40,198603,   2.38
202210,    7.86,    1.81,    7.97,    3.27,    6.43,    0.23,199004,  -1.27,198505,  -0.61,198604,  -0.35
202211,    4.69,   -2.75,    1.48,    6.29,    3.15,    0.29,199005,   0.78,198506,  -0.80,198605,   2.06
202212,   -6.38,   -0.20,    1.34,    0.34,    4.28,    0.33,199006,  -1.52,198507,   3.63,198606,   4.94
202301,    6.60,    4.40,   -3.94,   -2.44,   -4.43,    0.35,199007,  -1.83,198508,   1.82,198607,   1.89
202302,   -2.57,    0.57,   -0.80,    0.99,   -1.51,    0.34,199008,   1.64,198509,  -1.82,198608,  -5.17
202303,    2.49,   -6.89,   -9.05,    2.27,   -2.10,    0.36,199009,   0.62,198510,   0.70,198609,  -5.68
202304,    0.63,   -2.57,   -0.12,    2.41,    2.85,    0.35,199010,  -3.53,198511,   2.43,198610,   4.48
202305,    0.33,   -0.43,   -7.79,   -1.78,   -7.08,    0.36,199011,  -0.79,198512,  -0.35,198611,  -0.27
202306,    6.46,    1.28,   -0.13,    2.31,   -1.54,    0.40,199012,  -2.18,198601,   0.76,198612,   0.45
202307,    3.21,    2.94,    4.02,   -0.58,    0.70,    0.45,199101,   6.08,198602,  -1.73,198701,   2.03
202308,   -2.36,   -3.56,   -1.29,    3.26,   -2.30,    0.45,199102,   1.10,198603,  -0.13,198702,  -2.22
202309,   -5.23,   -1.74,    1.47,    1.87,   -0.75,    0.43,199103,  -0.37,198604,   2.78,198703,   1.66
202310,   -3.15,   -4.02,    0.21,    2.43,   -0.72,    0.47,199104,  -1.29,198605,   1.04,198704,   0.20
202311,    8.88,   -0.23,    1.78,   -3.66,   -1.15,    0.44,199105,   1.40,198606,  -2.48,198705,  -0.77
202312,    4.85,    7.24,    4.94,   -2.93,    1.21,    0.43,199106,  -1.83,198607,  -2.93,198706,  -0.22
202401,    0.73,   -5.70,   -2.36,    0.68,   -0.94,    0.47,199107,   0.74,198608,   1.23,198707,   2.57
202402,    5.07,   -0.81,   -3.47,   -2.04,   -2.24,    0.42,199108,  -0.50,198609,  -0.29,198708,  -0.95
202403,    2.84,   -1.19,    4.14,    1.31,    1.18,    0.43,199109,  -0.93,198610,   3.64,198709,   0.80
202404,   -4.65,   -2.59,   -0.50,    1.10,   -0.34,    0.47,199110,   2.24,198611,   0.70,198710,  -7.75
202405,    4.32,    0.59,   -1.35,    3.20,   -2.97,    0.44,199111,  -2.70,198612,   0.44,198711,  -1.21
202406,    2.80,   -4.33,   -3.31,    0.58,   -1.80,    0.41,199112,  -0.98,198701,   0.50,198712,   5.88
202407,    1.22,    8.33,    5.60,    0.26,    0.27,    0.45,199201,   9.40,198702,  -1.16,198801,  -7.35
202408,    1.61,   -3.57,   -1.10,    0.75,    0.79,    0.48,199202,   5.29,198703,   1.85,198802,  -1.45
202409,    1.73,   -0.90,   -2.77,    0.19,   -0.25,    0.40,199203,   1.43,198704,  -1.89,198803,   0.61
202410,   -1.00,   -0.86,    0.89,   -1.49,    1.02,    0.39,199204,   0.70,198705,  -0.22,198804,   2.20
202411,    6.49,    4.65,    0.29,   -2.27,   -1.93,    0.40,199205,  -0.43,198706,   0.13,198805,   0.66
202412,   -3.16,   -3.82,   -2.98,    1.88,   -1.20,    0.37,199206,   1.29,198707,  -0.23,198806,  -3.02
202501,    2.80,   -1.22,    1.66,   -2.35,   -3.22,    0.37,199207,  -1.30,198708,   2.57,198807,   0.66
202502,   -2.43,   -4.88,    4.88,    1.07,    3.09,    0.33,199208,  -4.19,198709,  -0.44,198808,   0.36
202503,   -6.39,   -1.48,    2.94,    2.09,   -0.46,    0.34,199209,   0.09,198710,  -0.28,198809,   0.29
202504,   -0.84,   -1.82,   -3.36,   -2.83,   -2.59,    0.35,199210,  -1.00,198711,  -0.74,198810,   1.30
202505,    6.06,   -0.75,   -2.96,    1.29,    2.48,    0.38,199211,   0.24,198712,   5.86,198811,   0.18
202506,    4.86,   -0.05,   -1.66,   -3.19,    1.38,    0.34,199212,   0.91,198801,   7.81,198812,   0.31
202507,    1.98,   -0.14,   -1.32,   -0.28,   -2.01,    0.34,199301,   5.57,198802,   4.36,198901,  -0.25
202508,    1.84,    4.82,    4.46,   -0.72,    1.96,    0.38,199302,   4.21,198803,  -0.99,198902,   0.99
202509,    3.39,   -2.24,   -0.94,   -2.21,   -2.29,    0.33,199303,   1.90,198804,   0.31,198903,   3.51
202510,    1.96,   -1.61,   -2.80,   -5.77,   -4.05,    0.37,199304,   2.35,198805,   0.63,198904,   1.71
202511,   -0.13,    1.63,    3.57,    1.71,    0.62,    0.30,199305,   1.26,198806,   1.90,198905,   1.42
202512,   -0.36,   -0.17,    2.36,    0.44,    0.40,    0.34,199306,   1.68,198807,   3.38,198906,   0.40
202601,    1.03,    3.21,    3.85,    1.75,    1.81,    0.30,199307,   1.11,198808,  -1.96,198907,   5.32
202602,   -1.18,    0.75,    2.64,    1.87,    5.07,    0.28,199308,   1.03,198809,  -0.15,198908,  -0.49
202603,   -5.18,    0.64,    3.35,   -2.22,   -0.09,    0.29,199309,   0.65,198810,  -0.94,198909,   3.51
 Annual Factors: January-December ,,,,,,,199310,   1.92,198811,  -0.67,198910,   1.35
,Mkt-RF,SMB,HML,RMW,CMA,RF,199311,   1.43,198812,   2.31,198911,   2.70
  1964,   12.59,    0.40,    9.82,   -2.59,    6.64,    3.54,199312,   0.47,198901,   1.10,198912,   2.79
  1965,   10.52,   24.71,    7.42,   -0.86,   -3.85,    3.93,199401,   3.75,198902,   1.08,199001,  -2.98
  1966,  -13.55,    2.33,   -0.83,   -0.40,   -0.78,    4.76,199402,  -0.21,198903,  -0.88,199002,  -0.51
  1967,   24.51,   50.18,   -8.06,    9.06,  -15.84,    4.21,199403,   0.50,198904,  -0.61,199003,   1.72
  1968,    8.91,   26.25,   18.23,  -13.90,   16.87,    5.21,199404,   0.39,198905,  -2.70,199004,   2.28
  1969,  -17.53,  -14.21,  -10.04,   11.69,   -4.78,    6.58,199405,   1.62,198906,   2.38,199005,   3.14
  1970,   -6.45,  -12.37,   21.45,   -3.31,   23.89,    6.52,199406,   0.46,198907,   1.46,199006,   2.49
  1971,   11.78,    5.62,  -10.93,   10.37,   -6.15,    4.39,199407,   0.46,198908,   2.13,199007,   6.04
  1972,   13.03,  -11.78,    1.46,    8.22,   -3.19,    3.84,199408,   2.28,198909,   1.08,199008,   1.97
  1973,  -26.25,  -20.12,   17.50,   -8.92,    6.83,    6.93,199409,   1.68,198910,  -4.33,199009,   5.71
  1974,  -35.81,    0.65,    9.65,   -4.39,   22.85,    8.00,199410,   0.62,198911,  -1.71,199010,   6.74
  1975,   32.55,   18.75,    9.36,    0.92,    0.53,    5.80,199411,  -1.67,198912,  -2.44,199011,  -5.36
  1976,   21.90,   19.86,   24.26,   -6.35,    7.54,    5.08,199412,   0.24,199001,   1.03,199012,   0.25
  1977,   -8.22,   24.67,    7.52,    2.21,   -0.20,    5.12,199501,  -0.41,199002,   0.49,199101,  -6.47
  1978,    1.05,   13.63,    0.52,    5.00,    4.18,    7.18,199502,  -0.91,199003,   0.20,199102,  -4.94
  1979,   13.09,   20.72,   -2.37,   -3.69,   -1.20,   10.38,199503,   1.14,199004,  -1.83,199103,   2.71
  1980,   21.98,    4.47,  -24.13,   12.80,  -11.22,   11.24,199504,   0.39,199005,  -0.36,199104,  -2.32
  1981,  -17.98,    6.97,   24.88,   -1.18,   10.62,   14.71,199505,  -1.11,199006,  -0.10,199105,  -0.09
  1982,   10.78,    7.05,   12.99,   -4.06,   17.55,   10.54,199506,  -1.86,199007,  -0.74,199106,   0.42
  1983,   13.73,   12.22,   20.42,    0.67,   16.47,    8.80,199507,  -0.91,199008,  -3.70,199107,   4.26
  1984,   -5.99,   -8.16,   19.00,   15.21,    3.45,    9.85,199508,  -1.10,199009,  -6.04,199108,   1.58
  1985,   24.91,   -0.84,    0.99,   11.73,   -3.17,    7.72,199509,  -0.96,199010,  -2.73,199109,   1.75
  1986,   10.27,  -10.33,    9.55,    6.68,   10.48,    6.16,199510,   0.57,199011,   5.74,199110,   3.18
  1987,   -3.85,  -11.05,   -1.26,    6.41,    6.81,    5.47,199511,   0.64,199012,  -2.93,199111,   1.18
  1988,   11.63,    6.03,   14.75,    3.07,    9.24,    6.35,199512,   3.99,199101,  -1.87,199112,   8.29
  1989,   20.45,  -13.08,   -4.40,    2.86,    7.25,    8.37,199601,   1.31,199102,   2.03,199201,  -2.50
  1990,  -13.84,  -14.02,  -10.11,    7.74,    0.91,    7.81,199602,  -1.33,199103,   0.55,199202,  -0.70
  1991,   29.26,   15.80,  -14.64,   12.28,  -15.19,    5.60,199603,  -0.31,199104,   1.73,199203,  -0.21
  1992,    6.27,    8.88,   24.34,    7.34,    7.11,    3.51,199604,  -0.60,199105,   0.14,199204,  -2.55
  1993,    8.26,    6.34,   17.05,   -7.16,   12.07,    2.90,199605,   1.45,199106,   2.10,199205,   0.06
  1994,   -4.06,   -2.30,   -0.76,    5.80,    3.86,    3.90,199606,  -0.12,199107,   2.24,199206,  -0.57
  1995,   31.25,   -8.25,    5.70,    1.85,    2.52,    5.60,199607,  -0.02,199108,  -2.84,199207,   1.47
  1996,   15.99,   -3.12,    8.70,   15.16,    0.80,    5.21,199608,  -1.50,199109,  -0.68,199208,  -0.47
  1997,   26.02,   -6.50,   18.26,    9.04,    5.38,    5.26,199609,  -2.12,199110,  -1.14,199209,   1.44
  1998,   19.45,  -27.75,  -10.77,    3.03,   -4.03,    4.86,199610,   0.10,199111,  -0.42,199210,   2.50
  1999,   20.53,    7.97,  -28.61,  -28.94,   -6.78,    4.68,199611,  -2.51,199112,   0.83,199211,  -0.25
  2000,  -17.45,    4.19,   45.28,   23.52,   30.01,    5.89,199612,  -0.58,199201,   5.20,199212,   4.33
  2001,  -15.02,   22.81,   19.04,   18.30,   13.26,    3.83,199701,  -1.66,199202,  -2.91,199301,   4.85
  2002,  -22.76,    5.67,    8.74,   21.03,   14.21,    1.65,199702,   0.93,199203,  -1.04,199302,   3.18
  2003,   30.68,   24.40,    4.76,  -20.53,   15.59,    1.02,199703,   2.11,199204,  -3.42,199303,   3.70
  2004,   10.75,    7.33,    7.64,    8.42,   -7.39,    1.20,199704,  -3.92,199205,  -0.16,199304,   0.36
  2005,    3.14,   -0.81,    9.36,    1.49,   -4.81,    2.98,199705,  -2.10,199206,   0.95,199305,   0.21
  2006,   10.58,    1.59,   11.71,    3.41,    8.52,    4.80,199706,   0.22,199207,   2.02,199306,   4.57
  2007,    1.07,   -8.42,  -16.92,    4.51,   -7.36,    4.66,199707,  -1.04,199208,  -1.52,199307,   3.22
  2008,  -38.25,    2.96,    1.24,   14.86,    3.11,    1.60,199708,   3.13,199209,  -1.03,199308,   2.54
  2009,   28.35,    7.94,   -8.22,    2.51,   -1.27,    0.10,199709,  -0.48,199210,  -0.11,199309,   3.39
  2010,   17.31,   13.33,   -5.35,   -1.28,    9.92,    0.12,199710,   0.36,199211,  -1.02,199310,  -2.67
  2011,    0.49,   -5.39,   -8.32,   13.58,   -0.92,    0.04,199711,   0.97,199212,   1.22,199311,  -4.77
  2012,   16.30,   -0.40,    9.91,   -5.62,    9.05,    0.06,199712,   0.14,199301,  -0.41,199312,   2.33
  2013,   35.18,    8.26,    2.54,   -3.64,    1.30,    0.02,199801,  -0.86,199302,  -1.44,199401,   0.11
  2014,   11.74,   -7.90,   -1.80,    1.13,   -1.62,    0.02,199802,  -1.21,199303,  -0.95,199402,  -0.34
  2015,    0.23,   -5.73,   -9.53,    0.98,   -8.64,    0.02,199803,   2.22,199304,  -1.65,199403,  -1.32
  2016,   13.34,    9.05,   22.81,    4.55,    9.51,    0.20,199804,  -0.95,199305,   1.39,199404,   0.33
  2017,   21.51,   -6.27,  -13.37,    4.56,  -11.19,    0.80,199805,   1.44,199306,   2.20,199405,  -2.05
  2018,   -6.83,   -5.06,   -9.62,   -1.20,    0.20,    1.81,199806,  -0.84,199307,  -2.63,199406,  -0.90
  2019,   28.40,   -6.60,  -10.33,    3.71,   -3.09,    2.14,199807,   0.41,199308,   1.26,199407,   0.11
  2020,   23.65,    3.74,  -46.94,   -5.21,  -11.70,    0.44,199808,   4.19,199309,   0.74,199408,   1.54
  2021,   23.87,   -1.02,   25.61,   26.72,   11.67,    0.04,199809,   0.25,199310,   1.92,199409,   1.32
  2022,  -21.28,   -1.59,   25.68,    6.61,   22.50,    1.42,199810,  -4.15,199311,  -1.37,199410,   1.31
  2023,   21.75,   -6.09,  -14.05,    6.28,  -20.60,    4.95,199811,  -0.37,199312,   1.12,199411,  -0.12
  2024,   19.78,  -13.42,   -8.64,    5.06,   -9.82,    5.26,199812,  -1.07,199401,   1.65,199412,   3.45
  2025,   13.30,   -9.41,    8.51,  -11.24,   -5.38,    4.25,199901,   1.25,199402,   0.46,199501,  -1.84
Copyright 2026 Eugene F. Fama and Kenneth R. French,,,,,,,199902,   0.40,199403,   0.07,199502,  -0.47
,,,,,,,199903,  -1.17,199404,  -0.40,199503,   0.45
,,,,,,,199904,   5.28,199405,   0.07,199504,   1.80
,,,,,,,199905,   3.44,199406,   0.10,199505,  -0.55
,,,,,,,199906,  -0.14,199407,   1.41,199506,   3.01
,,,,,,,199907,   1.94,199408,   1.40,199507,   2.60
,,,,,,,199908,  -1.69,199409,  -0.71,199508,   0.05
,,,,,,,199909,   0.34,199410,  -0.19,199509,   2.86
,,,,,,,199910,  -3.16,199411,  -2.00,199510,   4.17
,,,,,,,199911,   5.20,199412,   0.81,199511,  -0.72
,,,,,,,199912,   5.61,199501,   4.06,199512,   2.48
,,,,,,,200001,   1.62,199502,   2.34,199601,   0.57
,,,,,,,200002,   7.42,199503,  -0.03,199602,   0.57
,,,,,,,200003,  -4.75,199504,  -0.45,199603,  -1.85
,,,,,,,200004,   0.26,199505,  -0.44,199604,  -0.94
,,,,,,,200005,  -1.89,199506,   1.11,199605,   1.62
,,,,,,,200006,   2.42,199507,  -2.05,199606,   1.02
,,,,,,,200007,  -3.13,199508,   1.28,199607,  -0.15
,,,,,,,200008,   1.10,199509,  -0.85,199608,  -0.02
,,,,,,,200009,  -2.58,199510,  -1.02,199609,   2.67
,,,,,,,200010,  -1.08,199511,   0.61,199610,   3.72
,,,,,,,200011,   0.58,199512,  -0.97,199611,  -2.35
,,,,,,,200012,   3.18,199601,   1.18,199612,   0.53
,,,,,,,200101,  -2.82,199602,   2.22,199701,   1.87
,,,,,,,200102,  11.08,199603,  -0.11,199702,  -2.18
,,,,,,,200103,   3.92,199604,   0.67,199703,   0.88
,,,,,,,200104,  -3.84,199605,  -1.00,199704,   4.83
,,,,,,,200105,   3.87,199606,  -0.23,199705,  -5.19
,,,,,,,200106,   1.86,199607,  -2.44,199706,   2.59
,,,,,,,200107,   2.75,199608,   2.49,199707,   3.70
,,,,,,,200108,   5.85,199609,   0.52,199708,  -2.57
,,,,,,,200109,   0.16,199610,  -1.11,199709,   1.46
,,,,,,,200110,  -1.69,199611,   0.20,199710,  -0.53
,,,,,,,200111,   0.27,199612,   0.58,199711,   0.38
,,,,,,,200112,   1.22,199701,   2.70,199712,   3.91
,,,,,,,200201,   3.24,199702,   1.24,199801,   0.05
,,,,,,,200202,   4.02,199703,   0.87,199802,  -1.19
,,,,,,,200203,   2.14,199704,   2.41,199803,   2.13
,,,,,,,200204,   5.95,199705,   2.92,199804,   0.76
,,,,,,,200205,   2.28,199706,   0.76,199805,   1.91
,,,,,,,200206,   2.14,199707,   3.89,199806,   7.26
,,,,,,,200207,  -2.83,199708,  -0.06,199807,   3.79
,,,,,,,200208,  -0.73,199709,   1.71,199808,   1.90
,,,,,,,200209,  -0.71,199710,  -0.91,199809,  -0.65
,,,,,,,200210,  -0.14,199711,  -1.95,199810,  -5.33
,,,,,,,200211,   4.25,199712,  -2.87,199811,   1.13
,,,,,,,200212,   1.96,199801,   5.03,199812,   8.87
,,,,,,,200301,   0.31,199802,   1.87,199901,   2.84
,,,,,,,200302,  -1.73,199803,   1.83,199902,  -0.14
,,,,,,,200303,  -2.72,199804,   1.74,199903,  -1.21
,,,,,,,200304,  -0.86,199805,   0.72,199904,  -8.98
,,,,,,,200305,   3.47,199806,  -1.38,199905,  -5.25
,,,,,,,200306,   1.23,199807,  -1.95,199906,   4.66
,,,,,,,200307,   0.77,199808,  -2.86,199907,   1.70
,,,,,,,200308,  -0.51,199809,   3.03,199908,   2.98
,,,,,,,200309,   1.15,199810,   9.11,199909,   6.38
,,,,,,,200310,   1.98,199811,   1.35,199910,   5.45
,,,,,,,200311,   1.96,199812,  -1.67,199911,   5.49
,,,,,,,200312,   1.93,199901,  -2.25,199912,  13.14
,,,,,,,200401,   2.06,199902,   2.45,200001,   1.86
,,,,,,,200402,  -2.84,199903,   0.16,200002,  18.02
,,,,,,,200403,  -1.77,199904,   2.12,200003,  -6.85
,,,,,,,200404,  -2.22,199905,   1.15,200004,  -8.60
,,,,,,,200405,   0.86,199906,   1.33,200005,  -8.99
,,,,,,,200406,   1.78,199907,   1.56,200006,  16.63
,,,,,,,200407,  -2.45,199908,  -3.44,200007,  -0.16
,,,,,,,200408,  -2.99,199909,  -0.40,200008,   5.59
,,,,,,,200409,  -1.37,199910,  -1.48,200009,   1.89
,,,,,,,200410,   0.94,199911,   0.58,200010,  -4.56
,,,,,,,200411,  -1.04,199912, -14.19,200011,  -2.17
,,,,,,,200412,   0.81,200001,   2.62,200012,   6.59
,,,,,,,200501,  -2.99,200002, -13.40,200101, -25.35
,,,,,,,200502,  -1.55,200003,  10.09,200102,  12.60
,,,,,,,200503,  -0.75,200004,  -2.08,200103,   8.65
,,,,,,,200504,  -1.40,200005,  -8.83,200104,  -8.01
,,,,,,,200505,   0.73,200006,  12.26,200105,   2.15
,,,,,,,200506,  -1.49,200007,   6.64,200106,   0.62
,,,,,,,200507,   0.93,200008,   0.45,200107,   5.48
,,,,,,,200508,   0.48,200009,   2.26,200108,   5.46
,,,,,,,200509,  -0.12,200010,  -4.78,200109,  11.38
,,,,,,,200510,  -1.03,200011, -14.63,200110,  -8.32
,,,,,,,200511,   0.32,200012,  -6.97,200111,  -8.61
,,,,,,,200512,  -1.01,200101,  16.68,200112,   0.02
,,,,,,,200601,   1.18,200102,  12.53,200201,   3.65
,,,,,,,200602,   1.57,200103,  -7.60,200202,   6.83
,,,,,,,200603,   0.50,200104,   9.82,200203,  -1.69
,,,,,,,200604,  -0.31,200105,   3.85,200204,   7.70
,,,,,,,200605,  -0.15,200106,   0.75,200205,   3.09
,,,,,,,200606,  -1.12,200107,   1.17,200206,   6.24
,,,,,,,200607,   1.45,200108,  -3.73,200207,   3.63
,,,,,,,200608,   2.96,200109,  -4.99,200208,   1.87
,,,,,,,200609,   1.73,200110,  14.94,200209,   9.18
,,,,,,,200610,  -0.48,200111,  -3.12,200210,  -5.58
,,,,,,,200611,  -1.87,200112,   1.61,200211, -16.43
,,,,,,,200612,   1.89,200201,   1.94,200212,   9.72
,,,,,,,200701,  -0.66,200202,   0.09,200301,   1.59
,,,,,,,200702,  -0.69,200203,   2.77,200302,   1.21
,,,,,,,200703,  -1.16,200204,   2.19,200303,   1.40
,,,,,,,200704,   0.29,200205,  -2.60,200304,  -9.35
,,,,,,,200705,  -2.42,200206,  -3.62,200305, -10.75
,,,,,,,200706,  -0.12,200207,   1.32,200306,  -1.23
,,,,,,,200707,  -2.02,200208,   1.44,200307,  -0.30
,,,,,,,200708,  -0.12,200209,  -1.73,200308,  -0.53
,,,,,,,200709,  -2.75,200210,   7.38,200309,  -0.07
,,,,,,,200710,  -1.59,200211,  -0.01,200310,   4.01
,,,,,,,200711,   0.64,200212,  10.83,200311,   1.36
,,,,,,,200712,  -1.85,200301,   0.29,200312,  -5.54
,,,,,,,200801,   1.82,200302,  -0.69,200401,   2.57
,,,,,,,200802,  -1.98,200303,   0.03,200402,  -1.17
,,,,,,,200803,   2.88,200304,   3.04,200403,   0.19
,,,,,,,200804,  -4.56,200305,  -1.49,200404,  -5.34
,,,,,,,200805,  -4.52,200306,  -0.10,200405,   1.49
,,,,,,,200806,  -3.12,200307,   2.37,200406,   2.08
,,,,,,,200807,   7.37,200308,  -1.54,200407,  -2.24
,,,,,,,200808,   1.36,200309,   4.48,200408,  -1.55
,,,,,,,200809,   5.62,200310,   2.19,200409,   5.48
,,,,,,,200810,   2.07,200311,  -1.48,200410,  -1.43
,,,,,,,200811,  -2.31,200312,   1.86,200411,   3.08
,,,,,,,200812,   0.12,200401,   2.31,200412,  -2.85
,,,,,,,200901,  -6.66,200402,   1.53,200501,   2.96
,,,,,,,200902,   1.05,200403,  -2.15,200502,   3.43
,,,,,,,200903,   3.41,200404,  -0.22,200503,   0.43
,,,,,,,200904,  -0.35,200405,   2.28,200504,  -0.68
,,,,,,,200905,  -1.47,200406,   0.31,200505,   0.37
,,,,,,,200906,   1.32,200407,  -1.33,200506,   2.07
,,,,,,,200907,   4.99,200408,  -2.31,200507,   0.03
,,,,,,,200908,   5.62,200409,   3.09,200508,   2.07
,,,,,,,200909,  -1.69,200410,   0.24,200509,   3.46
,,,,,,,200910,  -4.85,200411,   1.49,200510,  -1.19
,,,,,,,200911,   1.41,200412,   0.97,200511,   0.34
,,,,,,,200912,   0.76,200501,   1.50,200512,   0.78
,,,,,,,201001,   1.77,200502,  -2.47,200601,   2.52
,,,,,,,201002,   2.61,200503,   0.09,200602,  -1.78
,,,,,,,201003,   4.28,200504,  -1.83,200603,   1.26
,,,,,,,201004,   4.72,200505,   3.17,200604,   0.60
,,,,,,,201005,  -3.09,200506,   0.04,200605,  -3.66
,,,,,,,201006,  -5.27,200507,  -0.11,200606,   1.55
,,,,,,,201007,   0.74,200508,  -1.36,200607,  -2.04
,,,,,,,201008,  -3.83,200509,  -3.65,200608,  -3.36
,,,,,,,201009,   1.81,200510,   1.40,200609,  -0.98
,,,,,,,201010,  -2.07,200511,   0.11,200610,  -0.25
,,,,,,,201011,  -0.83,200512,   2.01,200611,  -1.04
,,,,,,,201012,   4.58,200601,  -1.02,200612,   0.79
,,,,,,,201101,   0.86,200602,   3.35,200701,   0.17
,,,,,,,201102,   1.14,200603,  -0.03,200702,  -1.29
,,,,,,,201103,  -1.99,200604,  -0.32,200703,   2.58
,,,,,,,201104,  -2.18,200605,  -0.04,200704,  -0.16
,,,,,,,201105,  -2.38,200606,  -0.62,200705,  -0.33
,,,,,,,201106,  -1.90,200607,   0.21,200706,   0.52
,,,,,,,201107,  -2.43,200608,   1.64,200707,   2.84
,,,,,,,201108,  -5.98,200609,   0.77,200708,  -0.03
,,,,,,,201109,  -5.04,200610,  -0.28,200709,   4.43
,,,,,,,201110,   3.63,200611,  -0.95,200710,   5.03
,,,,,,,201111,  -3.43,200612,   2.41,200711,   1.12
,,,,,,,201112,   2.07,200701,   1.15,200712,   6.56
,,,,,,,201201,   1.49,200702,   0.18,200801,  -7.74
,,,,,,,201202,   1.66,200703,  -2.06,200802,   6.13
,,,,,,,201203,   2.69,200704,  -0.30,200803,   4.25
,,,,,,,201204,  -1.87,200705,  -1.02,200804,  -0.33
,,,,,,,201205,  -1.78,200706,  -0.64,200805,   3.39
,,,,,,,201206,   1.67,200707,  -3.65,200806,  12.71
,,,,,,,201207,  -1.99,200708,  -2.57,200807,  -5.02
,,,,,,,201208,   1.91,200709,   0.33,200808,  -4.48
,,,,,,,201209,   1.80,200710,  -3.97,200809,   0.86
,,,,,,,201210,   1.06,200711,  -1.72,200810,   7.87
,,,,,,,201211,  -0.65,200712,  -2.06,200811,   7.28
,,,,,,,201212,   3.80,200801,   6.89,200812,  -5.09
,,,,,,,201301,   3.35,200802,   4.98,200901,  -2.36
,,,,,,,201302,  -0.16,200803,  -0.38,200902,   4.36
,,,,,,,201303,   1.47,200804,   3.16,200903, -11.83
,,,,,,,201304,  -0.30,200805,  -2.16,200904, -34.34
,,,,,,,201305,   3.07,200806,  -7.11,200905, -12.53
,,,,,,,201306,  -0.91,200807,   8.02,200906,   5.45
,,,,,,,201307,   1.74,200808,  -0.38,200907,  -5.54
,,,,,,,201308,  -1.38,200809,  -3.96,200908,  -9.10
,,,,,,,201309,  -0.11,200810,  -9.56,200909,  -4.87
,,,,,,,201310,   0.21,200811,  -9.98,200910,   2.49
,,,,,,,201311,   0.34,200812,   5.31,200911,   0.39
,,,,,,,201312,  -0.90,200901,   0.28,200912,   3.00
,,,,,,,201401,   1.27,200902,  -6.67,201001,  -5.33
,,,,,,,201402,  -1.05,200903,   3.07,201002,   3.69
,,,,,,,201403,   2.92,200904,  -6.33,201003,   3.57
,,,,,,,201404,   0.16,200905,  -2.73,201004,   3.16
,,,,,,,201405,  -0.63,200906,   4.78,201005,  -0.20
